14,14,12
9,5,11
0,1,0
1,0,0
0,0,2
4,7,6
0,0,2
7,2,2
8,7,7
29,36,25
3,8,5
1,2,1
0,0,1
0,1,0
0,0,1
1,0,1
0,1,1
1,1,0
6,6,4
7,8,5
0,0,1
1,0,0
1,1,0
1,1,1
1,2,1
0,1,0
5,3,1
168,203,246
6,6,4
0,1,1
1,0,1
1,4,1
5,8,4
0,0,1
0,1,1
0,1,0
1,2,3
1,0,0
15,24,17
12,12,12
1,1,2
1,1,2
596,697,741
15,14,12
15,15,17
1,2,0
0,3,2
1,3,1
379,411,476
5,7,8
253,258,271
245,254,258
145,167,213
2,2,3
337,427,431
0,1,2
22,21,25
63,105,100
5,6,4
0,0,1
217,231,287
279,358,338
2,2,0
8,9,7
3,3,4
0,2,2
16,19,13
0,1,0
3,1,6
1,1,1
0,0,2
18,18,23
0,1,4
0,0,2
385,480,502
0,1,1
0,1,0
1,3,1
16,17,9
122,134,128
43,34,38
37,51,62
2,1,5
0,1,4
2,3,8
64,59,73
1,2,1
20,23,23
1,2,0
4,1,3
1,4,0
45,37,42
121,122,139
170,156,201
1,3,3
1,0,1
0,1,2
2,7,4
1,0,0
17,27,29
16,27,27
2,3,3
2,2,1
12,6,2
1,0,1
2,0,1
1,0,0
12,11,12
2,0,2
3,1,0
2,3,1
0,0,1
2,1,3
0,1,0
3,4,5
0,0,1
25,26,31
35,26,43
